lancersTaskId,lancersResultId,lancersNickname,sample,,,,,,,answer0,,,,,,,answer1,,,,,,,answer2,,,,,,,answer3,,,,,,,answer4,,,,,,,answer5,,,,,,,answer6,,,,,,,answer7,,,,,,,answer8,,,,,,,answer9,,,,,,,answer10,,,,,,,answer11,,,,,,,answer12,,,,,,,answer13,,,,,,,answer14,,,,,,,answer15,,,,,,,answer16,,,,,,,answer17,,,,,,,answer18,,,,,,,answer19,,,,,,,answer20,,,,,,,answer21,,,,,,,answer22,,,,,,,answer23,,,,,,,answer24,,,,,,end
LTI001017506,LRI008757249,xeelee,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,Anger,,,,,,,,Sadness,,,,,,,,,Disgust,,,,,,Joy,,,,,,,Joy,,,,,Anger,Sadness,,,,,,Anger,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,,,,,Surprise,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,,,,,,Joy,,,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757252,smozby,Anger,Sadness,,,Surprise,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,,,Anger,,,,,,,,Sadness,,Disgust,,,,Anger,,,Disgust,,,,Anger,,Joy,,,,,,,Joy,,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,Fear,,Anger,,Joy,,,,,Anger,,Joy,Disgust,,,,Anger,Sadness,,Disgust,,,,,,Joy,,,,,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,Sadness,Joy,Disgust,Surprise,,,,,Joy,,,,,Anger,Sadness,,Disgust,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757259,china066,Anger,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,Anger,,,,Surprise,,,Anger,Sadness,,Disgust,,,,,,,,Surprise,Fear,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,Anger,Sadness,,,,,,Anger,Sadness,,,,,,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757266,lan1374,Anger,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,,,,Anger,,,Disgust,Surprise,,,Anger,,,Disgust,,,,,,Joy,,,,,Anger,,,Disgust,,,,,Sadness,,,,Fear,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,Anger,,,,,,,Anger,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,
LTI001017506,LRI008757272,LAYER_GREEN,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,Anger,,,,,,,,,,Disgust,,,,,,Joy,,,,,Anger,,,,,,,,Sadness,,,,Fear,,,,,,Surprise,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,Disgust,,,,,Sadness,,,,,,,,,Disgust,,,Neutral,Anger,,Joy,,,,,,Sadness,,Disgust,,,,,,,,,,Neutral,,,,Disgust,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,Sadness,,Disgust,,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757273,kokolon,Anger,Sadness,,,Surprise,,,Anger,,,,Surprise,,,,,,Disgust,,Fear,,Anger,,,,,,,,,Joy,,,,,Anger,,,,,,,Anger,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,Disgust,,,,Anger,,,,,,,Anger,,,Disgust,,,,Anger,,,,,,,Anger,,,Disgust,,,,Anger,,,,,,,Anger,Sadness,,,,,,Anger,,,,Surprise,,,Anger,,,,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,,Surprise,,,Anger,,,,,,,,,Joy,,,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757279,soutan001,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,Anger,Sadness,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,Disgust,,,,Anger,,,,,,,Anger,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,,Sadness,,Disgust,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,Surprise,,,Anger,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,,,,,Neutral
LTI001017506,LRI008757281,silvia40,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,Surprise,,,Anger,,,,Surprise,,,Anger,,,,Surprise,,,Anger,,,Disgust,,,,Anger,,,,Surprise,,,Anger,Sadness,,,,Fear,,Anger,Sadness,,,Surprise,Fear,,Anger,,,,,Fear,,Anger,,,,,Fear,,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,Surprise,,,Anger,,,,Surprise,Fear,,Anger,Sadness,,,,,,Anger,,,,Surprise,Fear,,Anger,,,,,,,Anger,,,,,,,Anger,Sadness,,,,Fear,,,,Joy,,Surprise,,,,Sadness,,,Surprise,,,,Sadness,,,Surprise,,,Anger,Sadness,,,,Fear,,,,Joy,,Surprise,,,,,Joy,,Surprise,Fear,,,,Joy,,Surprise,,,,,Joy,,,,
LTI001017506,LRI008757325,Louis_J,Anger,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,,,Anger,,,Disgust,,,,,Sadness,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,Sadness,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,
LTI001017506,LRI008757356,miki19720105,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,Anger,,,,,,,Anger,,Joy,,,,,Anger,,,,,,,Anger,,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,Fear,,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,,Sadness,,,,,,,Sadness,,,,,Neutral,Anger,,,,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,Surprise,,,,,,,Surprise,,
LTI001017506,LRI008757375,bridplace,Anger,Sadness,,,Surprise,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,Fear,,Anger,,,,,Fear,,,Sadness,,,,,,Anger,,,,,,,,,,Disgust,,,,Anger,,,Disgust,,,,,,,,,,Neutral,Anger,Sadness,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,,,,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757377,musamaru,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,,,,Anger,,,,,,,Anger,Sadness,,,,,,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,,,,Disgust,,,,Anger,,,,,,,Anger,,,Disgust,,,,,Sadness,,Disgust,,,,,,,,,,Neutral,,Sadness,,Disgust,,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral
LTI001017506,LRI008757383,klorde,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,,Disgust,,,,Anger,,,,,,,,,,,,,Neutral,,,,Disgust,,,,,Sadness,,,,,,,,,,Surprise,,,,,,Disgust,,,,,,,,,Fear,,,,,,,,Neutral,Anger,,,,,,,,Sadness,,,,,,Anger,,,,,,,,,Joy,,,,,,Sadness,,Disgust,,,,,,,,,,Neutral,,Sadness,,Disgust,,,,,,Joy,,,,,,Sadness,,,Surprise,,,,Sadness,,,Surprise,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757384,irokuma,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,,,,,Anger,,,,Surprise,,,,Sadness,,,,Fear,,,,,,,Fear,,,,,,,Fear,,,,,,,Fear,,Anger,,,,Surprise,,,Anger,,,Disgust,,,,Anger,Sadness,,,,Fear,,Anger,,,,,,,,,Joy,,,,,Anger,,,Disgust,,,,,Sadness,,,,,,,Sadness,,Disgust,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,Disgust,,,,,,,,,,Neutral,,,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,
LTI001017506,LRI008757395,nbtd,Anger,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,,,Anger,,,Disgust,Surprise,,,,Sadness,,Disgust,,Fear,,,,,Disgust,Surprise,Fear,,Anger,,,,,,,Anger,,,,,,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,Sadness,,,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,Anger,Sadness,,Disgust,,,,,,,,Surprise,,,,Sadness,,Disgust,Surprise,,,,,,,Surprise,,,Anger,,,Disgust,,,,,,,,,,Neutral,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757144,manamana07,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,Surprise,,,Anger,,,,Surprise,,,Anger,,,Disgust,,,,Anger,,Joy,,,,,Anger,,,,Surprise,,,Anger,Sadness,,Disgust,,Fear,,Anger,,,Disgust,Surprise,Fear,,Anger,,,,,,,Anger,,,,,,,,Sadness,,,Surprise,,,,Sadness,,,,,,,Sadness,,Disgust,,,,,,,,Surprise,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757414,paro,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,,,,Anger,Sadness,,,,,,Anger,,Joy,,,,,Anger,Sadness,,,,,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,,,Fear,,Anger,Sadness,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,Anger,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,Anger,Sadness,,Disgust,,,,,,Joy,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,Anger,Sadness,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757182,yumikomi,Anger,Sadness,,,Surprise,,,Anger,,,,,,,Anger,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,Anger,Sadness,,,,,,,,,,,Fear,,Anger,,,,,,,Anger,,,,,,,,,,Disgust,,,,Anger,,,,,,,,,Joy,,Surprise,,,,Sadness,,,,,,,,Joy,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757438,tomatosouprecipe,Anger,Sadness,,,Surprise,,,Anger,,,,Surprise,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,Anger,,,,Surprise,,,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,Anger,Sadness,,,,,,,,,,,Fear,,,Sadness,,,,,,,,Joy,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,,,Surprise,,,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,
LTI001017506,LRI008757185,ueponchan,Anger,Sadness,,,Surprise,,,Anger,,,Disgust,,,,Anger,,,Disgust,Surprise,,,Anger,,,Disgust,,,,,,Joy,,,,,,,,Disgust,,,,Anger,Sadness,,,,,,,,,Disgust,,Fear,,,,,Disgust,,Fear,,,,,Disgust,,Fear,,Anger,,,,,,,Anger,,,,,,,,,,Disgust,,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,Disgust,,,,,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,,Disgust,,,,,,Joy,,,,,,,,,Surprise,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757443,naminohanahana,Anger,Sadness,,,Surprise,,,Anger,,,Disgust,,,,Anger,,,,,,,Anger,,,,,,,,,Joy,,,,,Anger,,,,,,,,,,Disgust,,,,,,,Disgust,,,,Anger,,,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,Disgust,,,,Anger,,,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,Disgust,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757447,rurusieru,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,,,,Neutral,Anger,,,,,,,,Sadness,,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,Fear,,Anger,,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,,,,Disgust,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,
LTI001017506,LRI008757194,faimo,Anger,Sadness,,,Surprise,,,Anger,,,Disgust,Surprise,,,,,,Disgust,,,,Anger,,,,,,,,,Joy,,,,,Anger,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,Disgust,,,,,,Joy,,Surprise,,,Anger,,Joy,,Surprise,,,Anger,,Joy,,Surprise,,,,,,Disgust,,,,,,,,,,Neutral,,,,,,Fear,,,,,,,,Neutral,,,Joy,,,,
LTI001017506,LRI008757452,torukorice,Anger,Sadness,,,Surprise,,,,,,,Surprise,,,Anger,,,,,,,,,,,Surprise,,,,,Joy,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757210,miyu12,Anger,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,,Fear,,Anger,,,,,,,Anger,,,,Surprise,,,,,Joy,,,,,Anger,,,Disgust,,,,Anger,Sadness,,,,Fear,,,Sadness,,Disgust,,,,Anger,,,Disgust,,,,,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,,,Fear,,,Sadness,,Disgust,,,,Anger,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,Fear,,,,Joy,,Surprise,,,,Sadness,,,Surprise,,,,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757211,miyukitanuki,Anger,Sadness,,,Surprise,,,,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,,,Anger,,,,,,,,Sadness,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,Joy,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,,Sadness,,,,,,,,,,,,Neutral,,Sadness,,Disgust,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757469,jirosanajan,Anger,Sadness,,,Surprise,,,,,,,Surprise,,,,Sadness,,,,,,,,,Disgust,,,Neutral,,,Joy,,,,,Anger,,,,,,,,Sadness,,,,,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,Anger,,,,Surprise,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,,,,,Surprise,,,Anger,,,,Surprise,,,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,
LTI001017506,LRI008757218,love_earth777,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,Surprise,Fear,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,Fear,,Anger,,,Disgust,Surprise,,,Anger,,,Disgust,,,,,,,Disgust,,,,Anger,Sadness,,,,,,Anger,Sadness,,,,,,Anger,Sadness,,Disgust,,Fear,,Anger,Sadness,,,,Fear,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,,,Fear,,Anger,Sadness,,Disgust,,Fear,,,,,,,,Neutral,,,,,Surprise,Fear,,,,,,Surprise,Fear,,,Sadness,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757235,HTakaha,Anger,Sadness,,,Surprise,,,Anger,Sadness,,,Surprise,,,Anger,,,Disgust,,,,Anger,,,,Surprise,,,,,Joy,,,,,Anger,,,Disgust,Surprise,,,Anger,Sadness,,Disgust,,,,Anger,,,Disgust,,,,,,,Disgust,,,,,,,,,Fear,,Anger,Sadness,,Disgust,Surprise,,,Anger,Sadness,,Disgust,,,,,,Joy,,Surprise,,,,Sadness,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,Surprise,,,,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,Disgust,Surprise,,,Anger,,,Disgust,,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,
LTI001017506,LRI008757240,cielinc,Anger,Sadness,,,Surprise,,,Anger,Sadness,,Disgust,Surprise,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,Joy,,,,,Anger,,,,,,,Anger,Sadness,,Disgust,,,,,,,,,Fear,,,,,,,Fear,Neutral,,,,,,Fear,Neutral,Anger,,,,,,Neutral,Anger,,,,Surprise,,,Anger,Sadness,,,,,,,Sadness,,,,,Neutral,Anger,,,Disgust,,,,Anger,,,,,,,,Sadness,,,,,,Anger,Sadness,,,,,,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,,,,,Neutral
