lancersTaskId,lancersResultId,lancersNickname,sample,,,,,,,answer34,,,,,,,answer35,,,,,,,answer36,,,,,,,answer37,,,,,,,answer38,,,,,,,answer39,,,,,,,answer40,,,,,,,answer41,,,,,,,answer42,,,,,,,answer43,,,,,,,answer44,,,,,,,answer45,,,,,,,answer46,,,,,,,answer47,,,,,,,answer48,,,,,,,answer49,,,,,,,answer50,,,,,,,answer51,,,,,,,answer52,,,,,,,answer53,,,,,,,answer54,,,,,,,answer55,,,,,,,answer56,,,,,,,answer57,,,,,,,answer58,,,,,,,answer59,,,,,,,answer60,,,,,,,answer61,,,,,,,answer62,,,,,,end
LTI001015357,LRI008718597,gomushinchan,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,,,,Sadness,,Disgust,,,,,Sadness,,,,,,,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,,Disgust,,,,,,Joy,,,,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral
LTI001015357,LRI008719115,qqys7k59n,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,Surprise,,,,Sadness,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,Sadness,,,,,,,,Joy,,,,,,,Joy,,,,,Anger,,,Disgust,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,,,Disgust,Surprise,,,,,,Disgust,,Fear,,Anger,,,,,,,Anger,,,Disgust,,,,,Sadness,,,,,,,,,Disgust,,,,,Sadness,,,,,,,Sadness,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718874,NEET,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,,,,Surprise,,,,Sadness,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,Fear,,,,,,,Fear,,,,,,,Fear,,,,,,,Fear,,,,,,,,Neutral
LTI001015357,LRI008719133,ebsz,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,Anger,,,,Surprise,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,Sadness,,Disgust,,,,Anger,,,Disgust,,,,,,,Disgust,Surprise,,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718879,malco,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718902,love_earth777,Anger,Sadness,,,Surprise,,,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,Fear,,,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,,Fear,,Anger,Sadness,,Disgust,,Fear,,,Sadness,,,,Fear,,,Sadness,,,,Fear,,,Sadness,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,Fear,,,,,Disgust,Surprise,,,,Sadness,,,,Fear,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,,Fear,,,,,Disgust,,Fear,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718189,kuruupu,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,Anger,,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,Sadness,,,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,Anger,,,,,,,Anger,,,,,,,Anger,,,Disgust,,,,,Sadness,,,,,,,Sadness,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718962,chukeneco,Anger,Sadness,,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,Surprise,,,,,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,Surprise,,,,Sadness,,Disgust,,Fear,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,,,,Fear,,,,,,,Fear,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,Surprise,,,,,,Disgust,,,,,,,Disgust,,Fear,,,Sadness,,,,Fear,,,Sadness,,,,,,,Sadness,,,,Fear,,Anger,Sadness,,Disgust,,,,,,,,,Fear,,,,,,,Fear,,,,Joy,,,,
LTI001015357,LRI008718709,tendon,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,Fear,,Anger,,,,,,,Anger,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,Anger,,,,,,,,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,Fear,,,,,,,,Neutral
LTI001015357,LRI008719223,sprite,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,Disgust,,Fear,,,Sadness,,,,Fear,,,Sadness,,Disgust,,Fear,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,Fear,,,,Joy,,Surprise,,,,,Joy,,,,,,,,Disgust,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,Disgust,Surprise,,,,Sadness,,,,Fear,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,,,,Sadness,,Disgust,,Fear,,Anger,Sadness,,Disgust,,,,,Sadness,,Disgust,,,,,,,,,Fear,,,,,,,,Neutral
LTI001015357,LRI008718714,mao_sasu,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,Fear,,,Sadness,,,,Fear,,Anger,Sadness,,,,Fear,,Anger,,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,Fear,,,,Joy,,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,Sadness,,Disgust,Surprise,Fear,,,,,,Surprise,,,Anger,Sadness,,Disgust,,Fear,,Anger,Sadness,,Disgust,,Fear,,Anger,Sadness,,Disgust,,Fear,,Anger,Sadness,,Disgust,,Fear,,,Sadness,,,,Fear,,Anger,Sadness,,Disgust,,Fear,,,,,,,Fear,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008719230,torukorice,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,Fear,,,,,,,Fear,,Anger,,,,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,Sadness,,,,,,,,Joy,,,,,Anger,,,,,,,Anger,,,,,,,,,,,,Fear,,Anger,,,,,,,Anger,,,,,,,,,,,,Fear,,,,,,,Fear,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008719253,taishi1224,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,Fear,,,Sadness,,,Surprise,,,,Sadness,,,,Fear,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,Sadness,,,Surprise,,,,,,,,Fear,,Anger,,,,,Fear,,,,,,,Fear,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,Surprise,Fear,,Anger,Sadness,,,,Fear,,,Sadness,,,,,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718745,Hiryou,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,,,,,,,Surprise,,,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,Surprise,,,Anger,,,,,,,Anger,,,,,,,,,,Disgust,,,,,,,,,,Neutral,,Sadness,,,,Fear,,,Sadness,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral
LTI001015357,LRI008719003,marble00,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,,,,Sadness,,,Surprise,,,,Sadness,,,,,,Anger,Sadness,,Disgust,,,,,Sadness,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,Disgust,Surprise,,,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,,Sadness,,Disgust,,,,,Sadness,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral
LTI001015357,LRI008719009,quickmasa,Anger,Sadness,,,Surprise,,,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,Surprise,,,,Sadness,,,,Fear,,,,,Disgust,,Fear,,,,,,Surprise,Fear,,,,,,Surprise,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,,,Neutral,Anger,,,,,,,,,,,,Fear,,,,,,Surprise,,,,,,,Surprise,,,,,,Disgust,,,,Anger,,,,,,,,Sadness,,,,,,,,,Disgust,,,,,,,,,,Neutral
LTI001015357,LRI008718248,smozby,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,Fear,,,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,Surprise,,,,Sadness,,Disgust,,Fear,,Anger,,,Disgust,,Fear,,Anger,Sadness,,Disgust,,Fear,,,,,,,,Neutral,,,Joy,,,,Neutral,,,Joy,,,,,Anger,,,Disgust,,Fear,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,Sadness,,Disgust,Surprise,,,,,Joy,,Surprise,,,Anger,,,Disgust,,Fear,,Anger,,,Disgust,,Fear,,,Sadness,,Disgust,,Fear,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,Fear,,Anger,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,,Fear,,,,Joy,,,Fear,,,,Joy,,,,
LTI001015357,LRI008718507,kuronatsu,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,Disgust,,Fear,,Anger,Sadness,,Disgust,,Fear,,Anger,,,Disgust,,,,Anger,Sadness,,,,,,,,,,,,Neutral,,,,,,Fear,,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,Anger,Sadness,,Disgust,Surprise,,,Anger,Sadness,,Disgust,Surprise,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,Anger,Sadness,,,,Fear,,Anger,Sadness,,,,,,,,,,,Fear,,,,,,,,Neutral,,,,,,Fear,
LTI001015357,LRI008719277,hanan5225,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,Fear,,Anger,Sadness,,Disgust,,,,,Sadness,,,,Fear,,Anger,,,,,,,Anger,,,Disgust,,,,,Sadness,,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,,,Neutral,Anger,,,,,,,Anger,Sadness,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,Fear,,,,,,,Fear,,,Sadness,,,,,
LTI001015357,LRI008718256,orange_s,Anger,Sadness,,,Surprise,,,,,,,,Fear,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,Fear,,Anger,Sadness,,,Surprise,,,,Sadness,,,,Fear,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,Surprise,,,Anger,,,,,,,Anger,,,,,,,Anger,Sadness,,,,,,Anger,Sadness,,,,,,,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,,Fear,,,Sadness,,,,Fear,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718269,faimo,Anger,Sadness,,,Surprise,,,,,Joy,,,,,,,Joy,,Surprise,,,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,,,,Fear,,,Sadness,,Disgust,,,,,,,Disgust,,,,,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,,,Anger,,,Disgust,,,,,,,,,,Neutral,,,,,Surprise,,,,,Joy,,,,,,,,Disgust,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,Disgust,,,,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718275,a_kan,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,Anger,Sadness,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,Surprise,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718542,lan1374,Anger,Sadness,,,Surprise,,,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,Anger,,,Disgust,,,,,,,Disgust,,,,Anger,,,,,,,Anger,,,Disgust,,,,,,,Disgust,,,,,,Joy,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,Disgust,Surprise,,,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,Fear,,,Sadness,,,,Fear,,,,,,,,Neutral,,,,,,Fear,,,,,Disgust,,Fear,,,,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral
LTI001015357,LRI008721363,tokihi,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,Fear,,Anger,Sadness,,,,,,,Sadness,,,Surprise,,,,Sadness,,,,,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,,,,,,,,Neutral,,,,Disgust,,Fear,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,,Disgust,Surprise,,,,,Joy,,,,,,,,Disgust,,,,,,,Disgust,,Fear,,,,,Disgust,,Fear,,,,,Disgust,,,,,Sadness,,,,Fear,,,Sadness,,,,Fear,,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718294,shinka3,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,Anger,Sadness,,,,,,,Sadness,,,,,,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,Surprise,,,,,,,,,Neutral,Anger,,,,,,,Anger,,,,,,,,,,,,,Neutral,Anger,,,,,,,,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral
LTI001015357,LRI008718809,windycountry,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,Fear,,Anger,Sadness,,,,Fear,,Anger,Sadness,,,Surprise,Fear,,Anger,Sadness,,,,,,Anger,,,Disgust,,,,Anger,Sadness,,,,,,,,,,,,Neutral,,,Joy,,,,,,Sadness,Joy,,,,,,,,Disgust,,,,Anger,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,,,Disgust,Surprise,Fear,,Anger,,Joy,,Surprise,,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,Sadness,,,,Fear,,,,,,,,Neutral,Anger,Sadness,,,,Fear,,Anger,,,,,Fear,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718821,paro,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,Sadness,,,,,,Anger,Sadness,,,Surprise,,,,Sadness,,,,,,Anger,Sadness,,Disgust,,,,Anger,Sadness,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,Anger,Sadness,Joy,,,,,,,,,,Fear,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,Anger,,,Disgust,Surprise,,,,,,,,,Neutral,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,Sadness,,,,Fear,,,Sadness,,,,Fear,,,,,,,Fear,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718576,LAYER_GREEN,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,Fear,,Anger,,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,,Sadness,,,,,,,,Joy,,,,,,,,Disgust,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,,,,,,,Surprise,,,,,,,,,Neutral,,,,Disgust,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718583,aldehtb79j,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,,,Neutral,,Sadness,,,,,,,Sadness,,,,,,,Sadness,,,,,,Anger,,,Disgust,,,,Anger,,,,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,Sadness,,Disgust,,,,,,,Disgust,,,,,,,Disgust,,,,,,,,,,Neutral,,,Joy,,,,
LTI001015357,LRI008718589,jupiterlaw,Anger,Sadness,,,Surprise,,,,,,,,,Neutral,,,Joy,,Surprise,,,,,Joy,,,,,,,Joy,,,,,,,Joy,,,,,,,,,Surprise,Fear,,,Sadness,,,,Fear,,,Sadness,,Disgust,Surprise,,,,Sadness,,,,Fear,,Anger,,,Disgust,,,,Anger,,,Disgust,,,,,,,,,,Neutral,,,,,,,Neutral,,,,,,,Neutral,,,,,,Fear,,,,Joy,,,,,,,,,,,Neutral,,,Joy,,,Fear,,Anger,,,Disgust,Surprise,,,,,,,Surprise,Fear,,Anger,,,Disgust,,,,Anger,,,Disgust,,Fear,,Anger,,,Disgust,,Fear,,Anger,,,Disgust,,,,,Sadness,,Disgust,,Fear,,,Sadness,,Disgust,,,,,,,Disgust,Surprise,,,,,,,,Fear,,,,Joy,,,,
